latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.18986,9.87164,298.9,0.34,0.56,2018-01-18,0153,SNPP,SNPP,n,2,278.9,0.42,N,0
33.36692,8.54997,305.46,0.33,0.56,2018-01-18,0154,SNPP,SNPP,n,2,275.26,1.27,N,0
32.28825,10.97611,300.51,0.48,0.65,2018-01-18,0154,SNPP,SNPP,n,2,276.92,0.63,N,2
31.40327,9.85293,301.27,0.44,0.62,2018-01-18,0155,SNPP,SNPP,n,2,273.91,0.72,N,2
31.48758,9.54249,300.91,0.42,0.61,2018-01-18,0155,SNPP,SNPP,n,2,272.7,0.87,N,0
36.50097,10.02654,295.34,0.38,0.43,2018-01-19,0134,SNPP,SNPP,n,2,278.79,0.65,N,2
36.59118,10.31858,299.53,0.39,0.44,2018-01-19,0134,SNPP,SNPP,n,2,281.42,0.81,N,2
32.2886,10.97468,298.22,0.52,0.5,2018-01-19,0136,SNPP,SNPP,n,2,276.33,0.79,N,2
31.48738,9.542,296.39,0.45,0.47,2018-01-19,0136,SNPP,SNPP,n,2,277.53,1.24,N,0
33.87197,9.99131,298.56,0.41,0.37,2018-01-20,0116,SNPP,SNPP,n,2,281.27,0.91,N,2
31.48374,9.5422,307.11,0.42,0.37,2018-01-20,0117,SNPP,SNPP,n,2,276.04,1.08,N,0
33.36665,8.54781,302.73,0.39,0.36,2018-01-20,0117,SNPP,SNPP,n,2,268.7,0.85,N,0
31.40492,9.85424,300.02,0.43,0.38,2018-01-20,0117,SNPP,SNPP,n,2,276.41,0.74,N,2
31.48505,9.54162,316.2,0.42,0.37,2018-01-21,0058,SNPP,SNPP,n,2,275.52,1.44,N,0
31.40382,9.85278,300.07,0.41,0.37,2018-01-21,0058,SNPP,SNPP,n,2,274.88,0.72,N,2
31.40049,10.02298,306.96,0.4,0.37,2018-01-21,0058,SNPP,SNPP,n,2,276.04,1.33,N,2
31.40108,10.02134,299.61,0.4,0.37,2018-01-21,0058,SNPP,SNPP,n,2,275.17,0.55,N,2
32.28833,10.97594,302.79,0.39,0.36,2018-01-21,0058,SNPP,SNPP,n,2,277.84,0.69,N,2
33.87477,9.99286,295.32,0.42,0.38,2018-01-21,0058,SNPP,SNPP,n,2,279.57,1.08,N,2
36.86569,11.07453,335.56,0.39,0.36,2018-01-21,1217,SNPP,SNPP,n,2,286.83,2.66,D,0
31.40471,9.85223,300.55,0.44,0.46,2018-01-22,0039,SNPP,SNPP,n,2,275.56,0.69,N,2
31.48447,9.54203,301.21,0.46,0.47,2018-01-22,0039,SNPP,SNPP,n,2,276.02,0.99,N,0
32.28909,10.97501,297.92,0.39,0.44,2018-01-22,0039,SNPP,SNPP,n,2,278.76,0.43,N,2
33.87526,9.99016,295.92,0.46,0.47,2018-01-22,0039,SNPP,SNPP,n,2,282.34,0.5,N,2
35.77613,9.8913,296.67,0.46,0.63,2018-01-23,0019,SNPP,SNPP,n,2,284.69,0.49,N,2
33.48093,11.10973,295.26,0.37,0.58,2018-01-23,0020,SNPP,SNPP,n,2,282.93,0.18,N,2
32.28844,10.97574,298.25,0.37,0.58,2018-01-23,0020,SNPP,SNPP,n,2,280.21,0.59,N,2
31.48603,9.54081,300.81,0.44,0.62,2018-01-23,0020,SNPP,SNPP,n,2,277.89,0.63,N,0
31.48682,9.54036,296.83,0.44,0.62,2018-01-23,0020,SNPP,SNPP,n,2,277.11,0.66,N,0
31.39747,10.02149,295.24,0.41,0.61,2018-01-23,0020,SNPP,SNPP,n,2,279.19,0.54,N,2
36.50345,10.02833,295.32,0.41,0.61,2018-01-23,0159,SNPP,SNPP,n,2,283.08,0.55,N,2
32.29176,10.97433,301.01,0.59,0.7,2018-01-23,0200,SNPP,SNPP,n,2,280.37,1.2,N,2
31.48346,9.54039,305.4,0.51,0.66,2018-01-23,0201,SNPP,SNPP,n,2,276.85,1.1,N,0
31.40166,10.02302,300.29,0.55,0.68,2018-01-23,0201,SNPP,SNPP,n,2,278.28,0.77,N,2
31.39903,10.02205,301.57,0.55,0.68,2018-01-23,0201,SNPP,SNPP,n,2,278.19,1.01,N,2
31.48553,9.54315,306.16,0.56,0.51,2018-01-24,0142,SNPP,SNPP,n,2,277.83,0.83,N,0
32.29004,10.97369,296.12,0.32,0.55,2018-01-24,0142,SNPP,SNPP,n,2,278.8,0.56,N,2
32.28923,10.97702,297.94,0.32,0.55,2018-01-24,0142,SNPP,SNPP,n,2,278.64,0.39,N,2
35.85172,8.59463,299.34,0.4,0.37,2018-01-25,0122,SNPP,SNPP,n,2,277.63,0.86,N,2
32.28847,10.9745,295.02,0.53,0.42,2018-01-25,0123,SNPP,SNPP,n,2,278.71,0.63,N,2
31.48382,9.5409,314.64,0.47,0.4,2018-01-25,0123,SNPP,SNPP,n,2,278.67,1.89,N,0
34.88919,9.1905,331.85,0.5,0.41,2018-01-25,1242,SNPP,SNPP,n,2,291.92,2.16,D,0
36.53201,10.82616,310.32,0.39,0.36,2018-01-26,0103,SNPP,SNPP,n,2,282.97,0.76,N,0
36.59234,10.31688,300.68,0.4,0.37,2018-01-26,0103,SNPP,SNPP,n,2,282.84,0.67,N,2
34.60315,10.587,298.73,0.39,0.36,2018-01-26,0104,SNPP,SNPP,n,2,282.4,0.58,N,2
31.40492,9.85489,301.51,0.39,0.36,2018-01-26,0104,SNPP,SNPP,n,2,277.21,0.6,N,2
32.29055,10.97641,304.31,0.38,0.36,2018-01-26,0104,SNPP,SNPP,n,2,277.33,0.85,N,2
33.87347,9.99079,296.84,0.39,0.36,2018-01-26,0104,SNPP,SNPP,n,2,280.72,0.82,N,2
31.48664,9.54218,305.65,0.39,0.36,2018-01-26,0104,SNPP,SNPP,n,2,277.71,0.8,N,0
36.25352,10.47962,331.59,0.4,0.37,2018-01-26,1223,SNPP,SNPP,n,2,293.25,2.49,D,3
36.53136,10.82656,302.74,0.56,0.43,2018-01-27,0044,SNPP,SNPP,n,2,281.63,0.48,N,0
36.00795,10.38044,302.63,0.39,0.44,2018-01-27,0044,SNPP,SNPP,n,2,279.09,0.43,N,0
31.48505,9.54387,298.42,0.57,0.43,2018-01-27,0046,SNPP,SNPP,n,2,275.65,0.51,N,0
35.77439,9.88903,299.66,0.37,0.58,2018-01-28,0025,SNPP,SNPP,n,2,280.86,0.85,N,2
33.87512,9.99169,298.48,0.35,0.57,2018-01-28,0026,SNPP,SNPP,n,2,280.97,0.85,N,2
31.48565,9.54333,295.96,0.35,0.57,2018-01-28,0027,SNPP,SNPP,n,2,275.76,0.95,N,0
36.52893,10.82443,295.48,0.54,0.68,2018-01-28,0206,SNPP,SNPP,n,2,279.38,0.65,N,0
36.50183,10.02676,297.28,0.49,0.65,2018-01-28,0206,SNPP,SNPP,n,2,280.08,0.76,N,2
31.48484,9.54243,297.87,0.63,0.72,2018-01-28,0207,SNPP,SNPP,n,2,274.91,0.68,N,0
31.48308,9.54084,297.37,0.63,0.72,2018-01-28,0207,SNPP,SNPP,n,2,274.31,1.02,N,0
32.28865,10.97214,295.93,0.56,0.69,2018-01-29,0007,SNPP,SNPP,n,2,276.41,0.55,N,2
31.40225,9.8531,295.78,0.64,0.72,2018-01-29,0008,SNPP,SNPP,n,2,276.11,0.91,N,2
31.48653,9.54209,313.02,0.34,0.56,2018-01-29,0148,SNPP,SNPP,n,2,276.35,0.91,N,0
32.29038,10.97631,304.73,0.39,0.6,2018-01-29,0148,SNPP,SNPP,n,2,276.4,0.44,N,2
31.39858,10.02046,295.3,0.37,0.58,2018-01-29,0148,SNPP,SNPP,n,2,276.36,0.86,N,2
31.40565,9.85372,304.36,0.36,0.57,2018-01-29,0148,SNPP,SNPP,n,2,277.03,0.56,N,2
33.87243,9.99376,300.15,0.54,0.42,2018-01-30,0129,SNPP,SNPP,n,2,280.26,1.42,N,2
32.28844,10.97608,299.19,0.43,0.46,2018-01-30,0129,SNPP,SNPP,n,2,277.6,0.41,N,2
31.40455,9.85192,313.26,0.39,0.44,2018-01-30,0130,SNPP,SNPP,n,2,276.15,1.01,N,2
31.39883,10.02203,303.17,0.4,0.44,2018-01-30,0130,SNPP,SNPP,n,2,275.99,0.71,N,2
31.48466,9.54191,301.29,0.56,0.43,2018-01-30,0130,SNPP,SNPP,n,2,277.77,1.02,N,0
36.59138,10.32025,295.19,0.38,0.36,2018-01-31,0109,SNPP,SNPP,n,2,280.59,0.79,N,2
35.77618,9.88886,295.73,0.38,0.36,2018-01-31,0109,SNPP,SNPP,n,2,280.37,0.96,N,2
36.53151,10.82395,303.82,0.39,0.36,2018-01-31,0109,SNPP,SNPP,n,2,280.46,0.76,N,0
36.77724,10.19935,295.4,0.38,0.36,2018-01-31,0109,SNPP,SNPP,n,2,281.25,0.51,N,2
33.87235,9.99209,305.69,0.39,0.36,2018-01-31,0110,SNPP,SNPP,n,2,281.71,1.09,N,2
35.2061,11.10584,304.13,0.39,0.36,2018-01-31,0110,SNPP,SNPP,n,2,282.1,0.7,N,0
33.47989,11.10886,300.09,0.4,0.37,2018-01-31,0110,SNPP,SNPP,n,2,283.07,0.34,N,2
34.60469,10.58576,297.29,0.39,0.36,2018-01-31,0110,SNPP,SNPP,n,2,279.08,0.9,N,2
31.48494,9.5437,297.14,0.39,0.36,2018-01-31,0111,SNPP,SNPP,n,2,277.94,0.72,N,0
31.48559,9.53966,302.25,0.39,0.36,2018-01-31,0111,SNPP,SNPP,n,2,277.95,0.72,N,0
32.28945,10.97357,315.65,0.43,0.38,2018-02-01,0052,SNPP,SNPP,n,2,278.2,0.96,N,2
32.2887,10.97603,310.54,0.43,0.38,2018-02-01,0052,SNPP,SNPP,n,2,277.46,1.29,N,2
31.48613,9.5413,300.05,0.48,0.4,2018-02-01,0052,SNPP,SNPP,n,2,277.21,0.85,N,0
36.59163,10.31802,303.99,0.39,0.44,2018-02-04,0134,SNPP,SNPP,n,2,278.45,0.87,N,2
36.59138,10.31903,301.58,0.4,0.37,2018-02-05,0115,SNPP,SNPP,n,2,280.27,0.99,N,2
36.62215,9.15977,334.93,0.45,0.39,2018-02-05,1236,SNPP,SNPP,n,2,290.44,3.12,D,0
36.53298,10.82387,295.78,0.42,0.38,2018-02-06,0057,SNPP,SNPP,n,2,279.15,0.74,N,0
33.87384,9.99231,300.14,0.42,0.38,2018-02-06,0057,SNPP,SNPP,n,2,280.23,0.78,N,2
32.28843,10.97658,306.74,0.39,0.36,2018-02-06,0058,SNPP,SNPP,n,2,281.77,0.4,N,2
31.40354,9.85491,298.18,0.41,0.37,2018-02-06,0058,SNPP,SNPP,n,2,278.12,0.37,N,2
31.48573,9.54061,303.95,0.42,0.38,2018-02-06,0058,SNPP,SNPP,n,2,278.56,0.87,N,0
32.29024,10.97573,299.79,0.39,0.44,2018-02-07,0039,SNPP,SNPP,n,2,278.93,0.64,N,2
31.48532,9.54042,303.62,0.46,0.47,2018-02-07,0039,SNPP,SNPP,n,2,275.7,0.68,N,0
34.28809,10.09242,335.41,0.56,0.43,2018-02-07,1158,SNPP,SNPP,n,2,293.09,3.89,D,0
34.60577,10.5791,300.63,0.76,0.77,2018-02-09,0000,SNPP,SNPP,n,2,277.69,1.96,N,0
34.60407,10.58173,305.08,0.76,0.77,2018-02-09,0000,SNPP,SNPP,n,2,277.68,1.98,N,0
34.60045,10.58551,301.73,0.54,0.51,2018-02-09,0141,SNPP,SNPP,n,2,267.73,1.82,N,0
31.48558,9.54304,315.01,0.47,0.4,2018-02-10,0123,SNPP,SNPP,n,2,275.19,1.15,N,0
31.48625,9.54001,316.51,0.47,0.4,2018-02-10,0123,SNPP,SNPP,n,2,274.59,1.64,N,0
36.58973,10.32017,298.27,0.4,0.37,2018-02-11,0103,SNPP,SNPP,n,2,278.22,0.76,N,0
34.60358,10.58797,296.41,0.39,0.36,2018-02-11,0103,SNPP,SNPP,n,2,277.38,0.89,N,2
34.60091,10.58305,313.07,0.39,0.36,2018-02-11,0103,SNPP,SNPP,n,2,276.71,0.89,N,2
34.93749,8.5309,295.39,0.43,0.38,2018-02-11,0103,SNPP,SNPP,n,2,268.96,0.53,N,2
32.29073,10.97585,295.4,0.38,0.36,2018-02-11,0104,SNPP,SNPP,n,2,275.18,0.6,N,2
31.48602,9.54273,310.33,0.39,0.36,2018-02-11,0104,SNPP,SNPP,n,2,272.69,1.11,N,0
33.87304,9.98999,296.6,0.39,0.36,2018-02-11,0104,SNPP,SNPP,n,2,277.93,0.62,N,2
31.4863,9.54266,299.29,0.57,0.43,2018-02-12,0045,SNPP,SNPP,n,2,272.49,1.1,N,0
32.28981,10.97285,300.4,0.5,0.41,2018-02-12,0045,SNPP,SNPP,n,2,274.22,0.88,N,2
31.40645,9.85567,297.83,0.55,0.43,2018-02-12,0045,SNPP,SNPP,n,2,273.09,0.39,N,2
34.60323,10.58514,335.14,0.45,0.39,2018-02-12,1204,SNPP,SNPP,n,2,291.97,2.8,D,2
31.48576,9.53983,298.71,0.36,0.57,2018-02-13,0026,SNPP,SNPP,n,2,273.37,0.79,N,0
34.6014,10.58226,317.56,0.33,0.55,2018-02-13,0026,SNPP,SNPP,n,2,278.95,1.17,N,0
34.59991,10.5861,311.57,0.59,0.7,2018-02-13,0206,SNPP,SNPP,n,2,277.45,1.3,N,0
31.4843,9.5406,297.25,0.62,0.72,2018-02-13,0207,SNPP,SNPP,n,2,273.01,0.89,N,0
34.60192,10.58078,305.08,0.62,0.71,2018-02-14,0007,SNPP,SNPP,n,2,275.73,1.24,N,0
34.60497,10.57963,298.91,0.62,0.71,2018-02-14,0007,SNPP,SNPP,n,2,275.17,0.83,N,0
31.40765,9.85271,297.24,0.65,0.73,2018-02-14,0008,SNPP,SNPP,n,2,274.03,0.59,N,2
34.602,10.58656,305,0.33,0.55,2018-02-14,0147,SNPP,SNPP,n,2,277.45,1.22,N,2
31.48519,9.54049,301.42,0.34,0.56,2018-02-14,0148,SNPP,SNPP,n,2,273.5,0.54,N,0
32.29066,10.97516,303.52,0.39,0.59,2018-02-14,0148,SNPP,SNPP,n,2,275.48,0.66,N,2
31.40617,9.8527,336.96,0.39,0.44,2018-02-15,0129,SNPP,SNPP,n,2,275.88,2.51,N,2
32.28799,10.97469,300.62,0.43,0.46,2018-02-15,0129,SNPP,SNPP,n,2,276.17,0.79,N,2
32.28755,10.97453,300.18,0.4,0.37,2018-02-16,0110,SNPP,SNPP,n,2,280.53,0.45,N,2
31.40628,9.85221,298.93,0.39,0.36,2018-02-16,0110,SNPP,SNPP,n,2,278.14,0.6,N,2
31.40161,9.8596,298.82,0.39,0.36,2018-02-16,0110,SNPP,SNPP,n,2,277.16,0.22,N,0
31.40296,9.85146,301.28,0.39,0.36,2018-02-16,0110,SNPP,SNPP,n,2,277.44,1.24,N,2
31.48466,9.54193,314.18,0.39,0.36,2018-02-16,0110,SNPP,SNPP,n,2,277.25,1.23,N,0
36.59216,10.31792,295.16,0.34,0.56,2018-02-19,0153,SNPP,SNPP,n,2,279.95,0.74,N,2
36.53256,10.8247,295.42,0.37,0.58,2018-02-19,0153,SNPP,SNPP,n,2,278.78,0.37,N,0
31.40334,9.85295,315.57,0.44,0.62,2018-02-19,0154,SNPP,SNPP,n,2,277,0.91,N,2
31.48283,9.5414,301.6,0.42,0.61,2018-02-19,0154,SNPP,SNPP,n,2,276.26,0.96,N,0
31.40219,9.85741,302.17,0.44,0.62,2018-02-19,0154,SNPP,SNPP,n,2,276.84,0.91,N,0
35.76207,10.16238,328.49,0.37,0.58,2018-02-19,1133,SNPP,SNPP,n,2,289.41,1.53,D,0
32.28904,10.97344,304.89,0.52,0.5,2018-02-20,0135,SNPP,SNPP,n,2,277.66,0.84,N,2
31.39834,10.02302,302.09,0.48,0.48,2018-02-20,0136,SNPP,SNPP,n,2,278.45,0.75,N,2
33.36578,8.54799,305.97,0.39,0.36,2018-02-21,0116,SNPP,SNPP,n,2,279.03,0.58,N,0
32.29063,10.97452,302.6,0.45,0.39,2018-02-21,0116,SNPP,SNPP,n,2,279.09,0.87,N,2
31.48371,9.54111,306.25,0.41,0.37,2018-02-21,0117,SNPP,SNPP,n,2,277.2,1.09,N,0
31.40352,9.85968,299.75,0.42,0.38,2018-02-21,0117,SNPP,SNPP,n,2,278.02,0.76,N,2
31.48537,9.54318,316.45,0.42,0.38,2018-02-22,0058,SNPP,SNPP,n,2,277.01,1.36,N,0
32.29013,10.9733,300.9,0.39,0.36,2018-02-22,0058,SNPP,SNPP,n,2,279.6,0.43,N,2
32.02338,9.54125,336.24,0.41,0.37,2018-02-22,1216,SNPP,SNPP,n,2,295.11,1.59,D,0
32.28701,10.97491,305.34,0.37,0.58,2018-02-24,0020,SNPP,SNPP,n,2,276.22,0.63,N,2
36.50156,10.0263,296.57,0.4,0.6,2018-02-24,0159,SNPP,SNPP,n,2,275.9,0.64,N,2
36.50217,10.02971,295.88,0.4,0.6,2018-02-24,0159,SNPP,SNPP,n,2,275.74,0.47,N,2
36.52954,10.82382,296.31,0.44,0.63,2018-02-24,0159,SNPP,SNPP,n,2,276.25,0.56,N,0
31.48367,9.54075,300.4,0.51,0.66,2018-02-24,0200,SNPP,SNPP,n,2,273.61,0.73,N,0
33.87208,9.99147,297.31,0.45,0.39,2018-02-26,0122,SNPP,SNPP,n,2,280.2,0.98,N,2
35.85082,8.59323,302.91,0.4,0.37,2018-02-26,0122,SNPP,SNPP,n,2,276.21,1.08,N,2
31.48599,9.53993,312.41,0.47,0.4,2018-02-26,0123,SNPP,SNPP,n,2,275.35,1.1,N,0
32.2896,10.97623,296.95,0.53,0.42,2018-02-26,0123,SNPP,SNPP,n,2,277.67,0.56,N,2
31.40373,9.85609,311.66,0.48,0.4,2018-02-26,0123,SNPP,SNPP,n,2,277.11,1.22,N,2
31.48631,9.54222,338.12,0.48,0.4,2018-02-26,1241,SNPP,SNPP,n,2,299.4,2.18,D,0
33.43342,8.82819,336.06,0.47,0.39,2018-02-26,1241,SNPP,SNPP,n,2,296.82,3.74,D,0
33.82038,7.69989,332.82,0.43,0.38,2018-02-26,1241,SNPP,SNPP,n,2,296.16,2.09,D,0
33.43282,8.82314,333.87,0.47,0.39,2018-02-26,1241,SNPP,SNPP,n,2,297.44,2.77,D,0
37.13572,9.81688,299.25,0.41,0.37,2018-02-27,0102,SNPP,SNPP,n,2,277.57,0.53,N,0
34.60269,10.58549,298.03,0.39,0.36,2018-02-27,0103,SNPP,SNPP,n,2,278.12,0.67,N,2
33.87423,9.99212,295.19,0.39,0.36,2018-02-27,0103,SNPP,SNPP,n,2,280.56,0.96,N,2
35.84917,8.59127,296.78,0.44,0.38,2018-02-27,0103,SNPP,SNPP,n,2,272.14,0.68,N,2
32.28699,10.97573,295.47,0.38,0.36,2018-02-27,0104,SNPP,SNPP,n,2,280.4,0.43,N,2
31.48412,9.54206,306.07,0.38,0.43,2018-02-28,0045,SNPP,SNPP,n,2,278.51,1.05,N,0
32.28924,10.97333,312.57,0.5,0.41,2018-02-28,0045,SNPP,SNPP,n,2,282.33,1.26,N,2
33.87363,9.99106,300.51,0.39,0.44,2018-02-28,0045,SNPP,SNPP,n,2,280.85,0.91,N,2
33.96881,8.21238,338.08,0.39,0.44,2018-02-28,1204,SNPP,SNPP,n,2,296.48,2.81,D,0
36.31105,8.67291,332.31,0.51,0.41,2018-02-28,1204,SNPP,SNPP,n,2,299.34,12.84,D,0
36.52935,10.8219,295.02,0.34,0.56,2018-03-01,0025,SNPP,SNPP,n,2,280.79,0.25,N,0
36.16095,10.28421,296.83,0.36,0.57,2018-03-01,0025,SNPP,SNPP,n,2,286.48,0.75,N,2
36.15808,10.28542,295.69,0.36,0.57,2018-03-01,0025,SNPP,SNPP,n,2,284.94,0.74,N,2
36.53428,10.82456,296.2,0.34,0.56,2018-03-01,0025,SNPP,SNPP,n,2,280.87,0.51,N,0
36.53456,10.82247,297.75,0.34,0.56,2018-03-01,0025,SNPP,SNPP,n,2,281.26,0.25,N,0
33.30559,9.23369,305.19,0.39,0.59,2018-03-01,0026,SNPP,SNPP,n,2,282.15,0.99,N,2
31.48705,9.54052,299.89,0.36,0.57,2018-03-01,0026,SNPP,SNPP,n,2,280.98,0.62,N,0
33.92805,10.08178,324.55,0.35,0.57,2018-03-01,0026,SNPP,SNPP,n,2,284.47,1.08,N,0
33.36478,8.54701,318.92,0.43,0.62,2018-03-01,0026,SNPP,SNPP,n,2,283.33,1.5,N,0
31.40588,9.85271,335.72,0.34,0.56,2018-03-01,0026,SNPP,SNPP,n,2,284.05,2.28,N,2
33.87422,9.99374,297.19,0.57,0.69,2018-03-01,0206,SNPP,SNPP,n,2,286.84,0.78,N,2
33.30139,9.23419,306.77,0.54,0.68,2018-03-01,0206,SNPP,SNPP,n,2,281.6,0.7,N,0
31.40583,9.85255,347.71,0.33,0.55,2018-03-01,1144,SNPP,SNPP,n,2,299.51,1.89,D,2
35.84926,8.59405,295.06,0.48,0.48,2018-03-02,0147,SNPP,SNPP,n,2,283.4,0.53,N,2
31.48507,9.54148,306.04,0.34,0.56,2018-03-02,0148,SNPP,SNPP,n,2,285.46,0.68,N,0
35.8504,8.59492,300.89,0.44,0.38,2018-03-03,0128,SNPP,SNPP,n,2,283.55,1.04,N,2
36.15842,10.28297,297.19,0.5,0.41,2018-03-03,0128,SNPP,SNPP,n,2,283.38,0.71,N,2
31.40461,9.85268,300.47,0.38,0.44,2018-03-03,0129,SNPP,SNPP,n,2,284.32,0.46,N,2
32.28986,10.97466,304.96,0.42,0.45,2018-03-03,0129,SNPP,SNPP,n,2,286.27,0.74,N,2
31.40381,9.85665,297.98,0.38,0.44,2018-03-03,0129,SNPP,SNPP,n,2,284.41,0.46,N,2
32.28856,10.97559,305.34,0.42,0.45,2018-03-03,0129,SNPP,SNPP,n,2,285.75,1.02,N,2
34.60487,10.58598,295.8,0.39,0.36,2018-03-04,0109,SNPP,SNPP,n,2,284.47,0.58,N,2
34.9371,8.53057,300.16,0.39,0.36,2018-03-04,0109,SNPP,SNPP,n,2,283.07,0.53,N,2
31.40337,9.85187,297.56,0.39,0.36,2018-03-04,0110,SNPP,SNPP,n,2,283.52,0.58,N,2
31.48502,9.5426,327.06,0.39,0.36,2018-03-04,0110,SNPP,SNPP,n,2,284.1,2.68,N,0
31.40269,9.85593,300.78,0.39,0.36,2018-03-04,0110,SNPP,SNPP,n,2,283.84,0.69,N,2
33.87194,9.99361,301.9,0.39,0.36,2018-03-04,0110,SNPP,SNPP,n,2,286.69,0.98,N,2
32.2905,10.97556,299.66,0.4,0.37,2018-03-04,0110,SNPP,SNPP,n,2,285.56,0.4,N,2
31.39945,10.02007,297.69,0.39,0.36,2018-03-04,0110,SNPP,SNPP,n,2,283.34,0.28,N,2
36.53038,10.82508,296.67,0.48,0.4,2018-03-05,0050,SNPP,SNPP,n,2,281.46,0.65,N,0
36.15791,10.28349,296.04,0.5,0.41,2018-03-05,0050,SNPP,SNPP,n,2,283.42,0.78,N,2
33.87431,9.99265,295.8,0.49,0.4,2018-03-05,0051,SNPP,SNPP,n,2,285.44,0.71,N,2
34.6032,10.58573,296.54,0.47,0.4,2018-03-05,0051,SNPP,SNPP,n,2,284.04,0.81,N,2
31.40019,10.02312,297.88,0.46,0.39,2018-03-05,0051,SNPP,SNPP,n,2,283.91,0.51,N,2
31.486,9.54253,299.88,0.48,0.4,2018-03-05,0051,SNPP,SNPP,n,2,283.41,1.14,N,0
32.28899,10.97531,301.63,0.43,0.38,2018-03-05,0051,SNPP,SNPP,n,2,285.62,0.64,N,2
33.87329,9.99129,298.69,0.49,0.4,2018-03-05,0051,SNPP,SNPP,n,2,285.56,0.89,N,2
31.4064,9.85316,317.49,0.47,0.39,2018-03-05,0052,SNPP,SNPP,n,2,284.61,2.65,N,2
31.40516,9.85225,336.21,0.46,0.39,2018-03-05,1209,SNPP,SNPP,n,2,301.19,1.25,D,2
31.48358,9.54043,335.38,0.47,0.4,2018-03-05,1209,SNPP,SNPP,n,2,300.48,1.12,D,0
33.50079,8.95661,337.64,0.47,0.4,2018-03-05,1210,SNPP,SNPP,n,2,300.51,2.97,D,0
35.49408,11.01037,333.14,0.39,0.36,2018-03-05,1210,SNPP,SNPP,n,2,301.32,2.92,D,0
32.28787,10.97392,295.17,0.49,0.48,2018-03-06,0032,SNPP,SNPP,n,2,276.78,0.5,N,2
33.93613,10.02475,330.4,0.46,0.47,2018-03-06,1151,SNPP,SNPP,l,2,301.05,3.72,D,0
35.83948,10.48152,340.44,0.4,0.44,2018-03-06,1152,SNPP,SNPP,n,2,297.61,5.17,D,0
36.58905,10.31865,303.84,0.34,0.56,2018-03-07,0153,SNPP,SNPP,n,2,280.33,0.96,N,2
36.59011,10.31738,300.36,0.34,0.56,2018-03-07,0153,SNPP,SNPP,n,2,280.16,0.94,N,2
34.70912,10.72783,335.23,0.37,0.58,2018-03-07,1133,SNPP,SNPP,n,2,289.91,2.64,D,0
33.47943,11.10801,309.55,0.5,0.49,2018-03-08,0135,SNPP,SNPP,n,2,283.54,1.11,N,2
31.48412,9.53988,304.55,0.45,0.47,2018-03-08,0135,SNPP,SNPP,n,2,281.9,0.89,N,0
31.48463,9.54249,335.62,0.46,0.47,2018-03-08,1253,SNPP,SNPP,n,2,304.57,1.69,D,0
35.8507,8.59443,306.31,0.38,0.36,2018-03-09,0115,SNPP,SNPP,n,2,281.48,1.04,N,2
35.23509,8.49369,299.35,0.38,0.36,2018-03-09,0116,SNPP,SNPP,n,2,276.61,1.65,N,0
35.23575,8.4895,325.95,0.38,0.36,2018-03-09,0116,SNPP,SNPP,n,2,277.7,1.65,N,0
33.36492,8.54857,297.53,0.39,0.36,2018-03-09,0116,SNPP,SNPP,n,2,283.53,0.68,N,0
32.29031,10.97473,295.36,0.45,0.39,2018-03-09,0116,SNPP,SNPP,n,2,282.65,0.63,N,2
31.48612,9.54242,311.19,0.41,0.37,2018-03-09,0117,SNPP,SNPP,n,2,286.27,1.2,N,0
36.59061,10.31688,298.09,0.44,0.38,2018-03-10,0056,SNPP,SNPP,n,2,286.07,0.51,N,2
35.84951,8.59039,295.35,0.5,0.41,2018-03-10,0057,SNPP,SNPP,n,2,281.71,0.96,N,2
35.84895,8.59386,296.32,0.5,0.41,2018-03-10,0057,SNPP,SNPP,n,2,281.71,0.79,N,2
33.87421,9.99075,304.71,0.42,0.38,2018-03-10,0057,SNPP,SNPP,n,2,286.61,1.3,N,2
35.77691,9.89068,297.88,0.44,0.39,2018-03-10,0057,SNPP,SNPP,n,2,285.42,0.99,N,2
32.28953,10.97579,300.53,0.39,0.36,2018-03-10,0058,SNPP,SNPP,n,2,283.25,0.59,N,2
31.40494,9.85235,317.83,0.41,0.37,2018-03-10,0058,SNPP,SNPP,n,2,285.33,1.17,N,2
31.39858,10.02289,298.16,0.41,0.37,2018-03-10,0058,SNPP,SNPP,n,2,284.76,0.29,N,2
31.48659,9.54119,311.1,0.42,0.38,2018-03-10,0058,SNPP,SNPP,n,2,284.24,1.23,N,0
31.39766,10.02114,336.1,0.4,0.37,2018-03-10,1215,SNPP,SNPP,l,2,306.48,0.4,D,2
31.48537,9.54031,339.49,0.41,0.37,2018-03-10,1216,SNPP,SNPP,l,2,310.46,1.55,D,0
35.23579,8.4929,336.2,0.41,0.37,2018-03-10,1217,SNPP,SNPP,n,2,301.61,2.52,D,0
35.85037,8.59036,297.77,0.59,0.53,2018-03-11,0038,SNPP,SNPP,n,2,283.95,1.44,N,2
35.85257,8.59059,295.88,0.59,0.53,2018-03-11,0038,SNPP,SNPP,n,2,283.88,0.79,N,0
31.39729,10.02295,300.38,0.44,0.46,2018-03-11,0039,SNPP,SNPP,n,2,285.59,0.5,N,2
32.28798,10.97596,302.08,0.4,0.44,2018-03-11,0039,SNPP,SNPP,n,2,284.41,0.32,N,2
