latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
34.60498,10.58718,295.5,0.41,0.37,2012-01-20,0115,SNPP,SNPP,n,2,276.63,0.71,N,2
36.77734,10.22143,313.03,0.39,0.36,2012-01-20,0115,SNPP,SNPP,n,2,278.84,1.1,N,0
34.9392,8.52996,305.77,0.38,0.36,2012-01-20,0115,SNPP,SNPP,n,2,273.48,1.04,N,2
31.39834,10.02397,297.36,0.43,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276,0.56,N,2
33.87486,9.99283,296,0.41,0.37,2012-01-20,0116,SNPP,SNPP,n,2,278.78,1.06,N,2
31.40351,9.85453,305.92,0.42,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276.48,0.79,N,2
31.3175,9.92739,295.13,0.43,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276.25,0.98,N,2
31.29265,9.98601,296.07,0.43,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276.52,0.87,N,2
31.31942,9.73539,323.79,0.42,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276.74,2.42,N,0
31.56383,9.40553,313.47,0.41,0.37,2012-01-20,0116,SNPP,SNPP,n,2,276.8,1.8,N,2
31.40694,9.85535,302.2,0.42,0.38,2012-01-20,0116,SNPP,SNPP,n,2,276.77,0.5,N,2
31.70108,9.24151,302.63,0.4,0.37,2012-01-20,0116,SNPP,SNPP,n,2,276.35,0.89,N,2
37.13674,9.81721,296.17,0.46,0.39,2012-01-21,0056,SNPP,SNPP,n,2,282.98,0.88,N,0
36.77992,10.20919,300.69,0.44,0.39,2012-01-21,0056,SNPP,SNPP,n,2,280.63,1.03,N,3
31.56224,9.40642,315.36,0.42,0.38,2012-01-21,0057,SNPP,SNPP,n,2,277.2,1.86,N,2
33.87506,9.99059,298.6,0.42,0.38,2012-01-21,0057,SNPP,SNPP,n,2,277.66,0.62,N,2
32.29169,10.95185,322.69,0.39,0.36,2012-01-21,0057,SNPP,SNPP,n,2,275.29,1.5,N,2
32.28957,10.94285,303.28,0.39,0.36,2012-01-21,0057,SNPP,SNPP,n,2,274.35,0.88,N,2
31.40555,9.854,321.21,0.41,0.37,2012-01-21,0057,SNPP,SNPP,n,2,277.67,1.6,N,2
31.40617,9.85551,313.68,0.41,0.37,2012-01-21,0057,SNPP,SNPP,n,2,277.55,0.91,N,2
31.31574,9.92644,309.65,0.41,0.37,2012-01-21,0057,SNPP,SNPP,n,2,276.47,1.28,N,2
31.28979,9.98738,306.19,0.41,0.37,2012-01-21,0057,SNPP,SNPP,n,2,276.45,1.13,N,2
31.31748,9.73656,316.43,0.41,0.37,2012-01-21,0057,SNPP,SNPP,n,2,276.41,1.91,N,0
36.68286,9.38906,337.66,0.39,0.36,2012-01-21,1217,SNPP,SNPP,n,2,285.69,4.3,D,0
34.60453,10.58585,296.24,0.44,0.46,2012-01-22,0038,SNPP,SNPP,n,2,278.23,0.93,N,2
33.87328,9.99263,297.99,0.47,0.48,2012-01-22,0038,SNPP,SNPP,n,2,279.01,1.3,N,2
31.40782,9.85436,302.01,0.45,0.47,2012-01-22,0039,SNPP,SNPP,n,2,276.54,0.95,N,2
31.40351,9.85372,315.81,0.45,0.47,2012-01-22,0039,SNPP,SNPP,n,2,277.99,2,N,2
31.67096,9.29087,298.57,0.46,0.64,2012-01-23,0020,SNPP,SNPP,n,2,276.96,1.11,N,0
31.56568,9.40619,295.08,0.45,0.63,2012-01-23,0020,SNPP,SNPP,n,2,276.52,0.6,N,2
34.93681,8.52804,296.65,0.41,0.45,2012-01-24,0140,SNPP,SNPP,n,2,276.06,1.23,N,2
33.87506,9.99138,296.33,0.52,0.5,2012-01-24,0141,SNPP,SNPP,n,2,280.2,0.97,N,2
32.29296,10.94947,299.13,0.63,0.54,2012-01-24,0141,SNPP,SNPP,n,2,276.9,1.83,N,2
31.70096,9.24327,302.05,0.52,0.5,2012-01-24,0141,SNPP,SNPP,n,2,275.67,1.55,N,2
31.66614,9.29077,319.71,0.53,0.5,2012-01-24,0141,SNPP,SNPP,n,2,275.61,3.6,N,0
31.56381,9.40547,305.46,0.54,0.51,2012-01-24,0141,SNPP,SNPP,n,2,276.15,1.09,N,2
31.31898,9.73688,310.2,0.57,0.52,2012-01-24,0141,SNPP,SNPP,n,2,276.61,2.24,N,0
31.3187,9.73624,309.46,0.57,0.52,2012-01-24,0141,SNPP,SNPP,n,2,276.46,1.82,N,0
34.93898,8.53057,301.1,0.4,0.37,2012-01-25,0122,SNPP,SNPP,n,2,276.96,1.13,N,2
33.87291,9.99237,302.92,0.45,0.39,2012-01-25,0122,SNPP,SNPP,n,2,280.22,1.11,N,2
32.29287,10.95105,309.62,0.53,0.42,2012-01-25,0122,SNPP,SNPP,n,2,276.71,1.04,N,2
32.29017,10.94448,297.14,0.53,0.42,2012-01-25,0122,SNPP,SNPP,n,2,276.41,1.04,N,2
31.67006,9.29068,298.03,0.46,0.39,2012-01-25,0122,SNPP,SNPP,n,2,275.89,0.85,N,0
31.66652,9.28973,330.87,0.46,0.39,2012-01-25,0122,SNPP,SNPP,n,2,276.56,4.04,N,0
31.56488,9.40696,300.57,0.46,0.39,2012-01-25,0122,SNPP,SNPP,n,2,275.92,1.31,N,2
31.29019,9.98738,302.81,0.49,0.41,2012-01-25,0123,SNPP,SNPP,n,2,276.11,1.07,N,2
31.4058,9.8541,305.36,0.49,0.4,2012-01-25,0123,SNPP,SNPP,n,2,277.73,0.92,N,2
31.31521,9.92628,297.22,0.49,0.4,2012-01-25,0123,SNPP,SNPP,n,2,275.67,0.8,N,2
31.31861,9.7353,322.79,0.48,0.4,2012-01-25,0123,SNPP,SNPP,n,2,275.91,2.91,N,0
34.93697,8.53089,296.54,0.43,0.38,2012-01-26,0103,SNPP,SNPP,n,2,274.57,0.93,N,2
33.87371,9.99019,299.17,0.39,0.36,2012-01-26,0103,SNPP,SNPP,n,2,280.21,0.72,N,2
32.30119,10.95946,297.57,0.38,0.36,2012-01-26,0103,SNPP,SNPP,n,2,275.15,0.49,N,0
32.29194,10.95322,324.2,0.38,0.36,2012-01-26,0103,SNPP,SNPP,n,2,276.2,1.32,N,2
32.28994,10.94439,311.58,0.38,0.36,2012-01-26,0103,SNPP,SNPP,n,2,274.75,1.53,N,2
31.58428,10.10132,333.11,0.38,0.36,2012-01-26,0104,SNPP,SNPP,n,2,276.94,2.47,N,2
31.68808,9.20702,298.36,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,276.68,0.53,N,0
31.66927,9.28823,297.89,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,275.73,0.54,N,0
31.65165,9.22098,295.85,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,276.01,0.65,N,0
31.56404,9.40823,311.4,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,276.08,1.28,N,2
31.40531,9.85455,313.44,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,278.34,1.35,N,2
31.31576,9.92745,305.8,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,275.82,0.74,N,2
31.28939,9.98841,301.61,0.38,0.36,2012-01-26,0104,SNPP,SNPP,n,2,275.84,0.77,N,2
31.31748,9.73645,311.3,0.39,0.36,2012-01-26,0104,SNPP,SNPP,n,2,275.81,1.58,N,0
32.29147,10.95211,317.43,0.5,0.41,2012-01-27,0045,SNPP,SNPP,n,2,275.32,1.8,N,2
31.6519,9.22005,295.59,0.4,0.44,2012-01-27,0045,SNPP,SNPP,n,2,276.63,0.36,N,0
31.56531,9.40857,302.8,0.39,0.44,2012-01-27,0045,SNPP,SNPP,n,2,275.57,0.53,N,2
31.56127,9.40792,302.36,0.39,0.44,2012-01-27,0045,SNPP,SNPP,n,2,273.65,0.53,N,2
31.39987,10.02088,296.74,0.54,0.42,2012-01-27,0045,SNPP,SNPP,n,2,275.25,0.38,N,2
31.40779,9.85154,295.92,0.55,0.43,2012-01-27,0045,SNPP,SNPP,n,2,270.4,0.79,N,2
31.40386,9.8509,297.83,0.55,0.43,2012-01-27,0045,SNPP,SNPP,n,2,270.6,0.79,N,2
31.31548,9.92533,299.59,0.55,0.42,2012-01-27,0045,SNPP,SNPP,n,2,274.25,0.66,N,2
31.56475,9.40829,303.87,0.36,0.58,2012-01-28,0026,SNPP,SNPP,n,2,277.4,0.63,N,2
31.40487,9.85284,301.97,0.34,0.56,2012-01-28,0026,SNPP,SNPP,n,2,278.24,0.4,N,2
31.31924,9.73466,308.74,0.35,0.56,2012-01-28,0026,SNPP,SNPP,n,2,277.05,1.14,N,0
31.28951,9.98674,295.85,0.33,0.56,2012-01-28,0026,SNPP,SNPP,n,2,276.99,0.29,N,2
31.40696,9.85212,338.26,0.33,0.55,2012-01-28,1144,SNPP,SNPP,n,2,289.59,2.44,D,2
31.40469,9.85311,349.62,0.33,0.55,2012-01-28,1144,SNPP,SNPP,n,2,290.99,2.98,D,2
31.31957,9.73538,309.01,0.66,0.73,2012-01-29,0007,SNPP,SNPP,n,2,274.93,1.39,N,0
32.29402,10.9529,296.42,0.39,0.59,2012-01-29,0147,SNPP,SNPP,n,2,274.98,0.44,N,2
32.293,10.95224,302.96,0.39,0.59,2012-01-29,0147,SNPP,SNPP,n,2,275.2,1.28,N,2
31.54989,9.61619,295.39,0.34,0.56,2012-01-29,0147,SNPP,SNPP,n,2,274.94,0.47,N,0
31.563,9.40686,308.24,0.33,0.55,2012-01-29,0147,SNPP,SNPP,n,2,275.94,0.89,N,2
31.56477,9.40776,309.29,0.33,0.55,2012-01-29,0148,SNPP,SNPP,n,2,276.26,0.82,N,2
31.40328,9.8536,306.26,0.35,0.57,2012-01-29,0148,SNPP,SNPP,n,2,276.31,0.66,N,2
31.32148,9.73789,310.56,0.35,0.57,2012-01-29,0148,SNPP,SNPP,n,2,275.16,0.68,N,0
31.31639,9.7362,306.67,0.35,0.57,2012-01-29,0148,SNPP,SNPP,n,2,274.76,0.68,N,0
31.09534,9.39238,295.83,0.34,0.56,2012-01-29,0148,SNPP,SNPP,n,2,276.67,0.47,N,2
32.29326,10.9528,296.53,0.42,0.45,2012-01-30,0128,SNPP,SNPP,n,2,274.24,0.71,N,2
32.29101,10.94273,304.8,0.42,0.45,2012-01-30,0128,SNPP,SNPP,n,2,273.8,0.75,N,2
31.56365,9.408,306.25,0.55,0.42,2012-01-30,0129,SNPP,SNPP,n,2,276.14,1.15,N,2
31.40517,9.85481,319.99,0.39,0.44,2012-01-30,0129,SNPP,SNPP,n,2,277.03,1.16,N,2
31.31377,9.92866,295.14,0.39,0.44,2012-01-30,0129,SNPP,SNPP,n,2,275.29,0.69,N,2
31.28961,9.98593,305.11,0.39,0.44,2012-01-30,0129,SNPP,SNPP,n,2,275.69,0.86,N,2
31.31944,9.73528,313.42,0.57,0.43,2012-01-30,0129,SNPP,SNPP,n,2,275.18,1.81,N,0
31.66852,9.28815,303.26,0.49,0.41,2012-02-01,0051,SNPP,SNPP,n,2,275.92,1.28,N,0
31.31945,9.73427,314.69,0.47,0.4,2012-02-01,0051,SNPP,SNPP,n,2,275.7,1.91,N,0
31.29129,9.98892,299.67,0.46,0.39,2012-02-01,0051,SNPP,SNPP,n,2,276.01,0.4,N,2
31.40448,9.85472,308.74,0.46,0.39,2012-02-01,0051,SNPP,SNPP,n,2,277.11,1.48,N,2
31.40474,9.8514,306.26,0.46,0.39,2012-02-01,0051,SNPP,SNPP,n,2,276.46,0.79,N,2
31.56273,9.40813,307.99,0.49,0.4,2012-02-01,0051,SNPP,SNPP,n,2,275.55,1.21,N,2
31.70055,9.24533,313.17,0.5,0.41,2012-02-01,0051,SNPP,SNPP,n,2,276.4,2.19,N,2
31.70099,9.24218,310.98,0.5,0.41,2012-02-01,0051,SNPP,SNPP,n,2,276.3,1.56,N,2
32.28967,10.95267,304.37,0.43,0.38,2012-02-01,0051,SNPP,SNPP,n,2,276.87,1.07,N,2
32.29089,10.94352,302.6,0.43,0.38,2012-02-01,0051,SNPP,SNPP,n,2,277.25,0.93,N,2
32.29317,10.95331,306.41,0.43,0.38,2012-02-01,0051,SNPP,SNPP,n,2,277.37,1.01,N,2
31.70007,9.24395,347.23,0.48,0.4,2012-02-01,1209,SNPP,SNPP,n,2,292.58,7.19,D,2
36.7782,10.22009,295.58,0.6,0.53,2012-02-02,0031,SNPP,SNPP,n,2,276.85,0.8,N,0
31.29082,9.98665,299.41,0.54,0.51,2012-02-02,0032,SNPP,SNPP,n,2,272.8,1.09,N,2
31.40414,9.85446,304.28,0.55,0.51,2012-02-02,0032,SNPP,SNPP,n,2,274.24,0.79,N,2
31.31814,9.73484,317.71,0.56,0.51,2012-02-02,0032,SNPP,SNPP,n,2,271.9,1.78,N,0
32.29038,10.95298,317.54,0.49,0.48,2012-02-02,0032,SNPP,SNPP,n,2,275.25,1.81,N,2
31.56332,9.40772,301.15,0.59,0.53,2012-02-02,0032,SNPP,SNPP,n,2,272.89,1.4,N,2
31.39845,10.02448,300.47,0.54,0.51,2012-02-02,0032,SNPP,SNPP,n,2,275.12,1.21,N,2
37.25668,9.88385,296.77,0.55,0.68,2012-02-02,0211,SNPP,SNPP,n,2,273.95,0.44,N,0
32.29412,10.95064,298.67,0.46,0.64,2012-02-03,0013,SNPP,SNPP,n,2,276.55,1.11,N,2
31.317,9.73812,301.03,0.53,0.67,2012-02-03,0013,SNPP,SNPP,n,2,274.05,0.95,N,0
32.29251,10.95518,300.56,0.48,0.64,2012-02-03,0153,SNPP,SNPP,n,2,277.11,0.64,N,2
31.31922,9.73613,310.78,0.43,0.62,2012-02-03,0154,SNPP,SNPP,n,2,275.43,1.64,N,0
31.70094,9.24422,298.29,0.4,0.6,2012-02-03,0154,SNPP,SNPP,n,2,276.4,0.35,N,2
31.40547,9.85541,305.15,0.44,0.62,2012-02-03,0154,SNPP,SNPP,n,2,276.13,0.96,N,2
31.56133,9.40844,305.82,0.41,0.6,2012-02-03,0154,SNPP,SNPP,n,2,277,1.03,N,2
31.40501,9.85228,305,0.47,0.48,2012-02-04,0135,SNPP,SNPP,n,2,273.14,0.76,N,2
32.29074,10.95184,310.74,0.52,0.5,2012-02-04,0135,SNPP,SNPP,n,2,273.84,2.41,N,2
31.56176,9.40634,302.17,0.44,0.46,2012-02-04,0135,SNPP,SNPP,n,2,273.04,1.17,N,2
31.56287,9.40833,308,0.44,0.46,2012-02-04,0135,SNPP,SNPP,n,2,273.38,1.32,N,2
31.40014,10.02306,304.21,0.48,0.48,2012-02-04,0135,SNPP,SNPP,n,2,273.19,0.87,N,2
31.31952,9.73824,329.22,0.46,0.47,2012-02-04,0135,SNPP,SNPP,n,2,273.57,2.95,N,0
31.56194,9.4055,314.5,0.41,0.37,2012-02-05,0116,SNPP,SNPP,n,2,270.77,1.03,N,2
31.31981,9.73751,309.98,0.42,0.38,2012-02-05,0116,SNPP,SNPP,n,2,269.79,1.24,N,0
31.28927,9.988,304.35,0.43,0.38,2012-02-05,0116,SNPP,SNPP,n,2,270.22,1.07,N,2
31.40511,9.85202,309.09,0.42,0.38,2012-02-05,0116,SNPP,SNPP,n,2,271.71,1.27,N,2
33.87265,9.99087,295.89,0.41,0.37,2012-02-05,0116,SNPP,SNPP,n,2,275.79,0.65,N,2
32.29231,10.95219,317.12,0.45,0.39,2012-02-05,0116,SNPP,SNPP,n,2,271.36,1.44,N,2
32.29055,10.9418,295.94,0.45,0.39,2012-02-05,0116,SNPP,SNPP,n,2,269.82,0.62,N,2
32.29066,10.94969,302.88,0.45,0.39,2012-02-05,0116,SNPP,SNPP,n,2,270.51,1.59,N,2
32.28799,10.94404,306.32,0.45,0.39,2012-02-05,0116,SNPP,SNPP,n,2,270.24,1.21,N,2
31.55239,9.61655,296.67,0.42,0.37,2012-02-05,0116,SNPP,SNPP,n,2,271.09,0.45,N,0
31.56328,9.40963,302.6,0.42,0.38,2012-02-06,0057,SNPP,SNPP,n,2,271.21,0.67,N,2
31.4049,9.85342,310.08,0.41,0.37,2012-02-06,0057,SNPP,SNPP,n,2,271.71,0.99,N,2
31.32029,9.73747,311.91,0.41,0.37,2012-02-06,0057,SNPP,SNPP,n,2,271.43,1.06,N,0
31.31488,9.9263,300.46,0.41,0.37,2012-02-06,0057,SNPP,SNPP,n,2,271.34,0.57,N,2
31.31687,9.73682,305.94,0.41,0.37,2012-02-06,0057,SNPP,SNPP,n,2,271.13,0.97,N,0
32.29037,10.9519,341.01,0.39,0.36,2012-02-06,1215,SNPP,SNPP,n,2,285.58,2.51,D,2
32.29114,10.94359,303.09,0.4,0.44,2012-02-07,0038,SNPP,SNPP,n,2,272.23,1.2,N,2
32.2943,10.95269,295.99,0.4,0.44,2012-02-07,0038,SNPP,SNPP,n,2,272.02,0.3,N,2
32.29022,10.95207,312.21,0.4,0.44,2012-02-07,0038,SNPP,SNPP,n,2,272.35,0.82,N,2
31.70194,9.24473,304.99,0.49,0.48,2012-02-07,0038,SNPP,SNPP,n,2,271.1,1.02,N,2
31.56623,9.40628,296.47,0.47,0.48,2012-02-07,0039,SNPP,SNPP,n,2,269.66,0.66,N,2
31.32059,9.73812,303.23,0.45,0.47,2012-02-07,0039,SNPP,SNPP,n,2,269.03,0.82,N,0
31.29097,9.98754,302.23,0.44,0.46,2012-02-07,0039,SNPP,SNPP,n,2,269.92,0.93,N,2
31.56181,9.40558,297.89,0.47,0.48,2012-02-07,0039,SNPP,SNPP,n,2,269.48,0.87,N,2
31.40695,9.85394,297.6,0.44,0.46,2012-02-07,0039,SNPP,SNPP,n,2,271.06,0.49,N,2
34.6007,10.58817,302.9,0.41,0.6,2012-02-08,0019,SNPP,SNPP,n,2,274.26,1.76,N,2
31.318,9.73658,321.82,0.43,0.62,2012-02-08,0020,SNPP,SNPP,n,2,271.84,1.34,N,0
31.4038,9.85348,303.54,0.42,0.61,2012-02-08,0020,SNPP,SNPP,n,2,265.79,0.42,N,2
31.701,9.24457,316.1,0.49,0.65,2012-02-08,0200,SNPP,SNPP,n,2,271.76,1.91,N,2
31.3193,9.73731,314.61,0.53,0.67,2012-02-08,0200,SNPP,SNPP,n,2,271.88,1.78,N,0
31.56405,9.40812,303.98,0.5,0.66,2012-02-08,0200,SNPP,SNPP,n,2,267.38,0.8,N,2
31.69873,9.24253,313.1,0.49,0.65,2012-02-08,0200,SNPP,SNPP,n,2,271,2.21,N,2
32.28913,10.94426,296.88,0.7,0.75,2012-02-09,0000,SNPP,SNPP,n,2,267.95,1.27,N,2
32.29108,10.95045,295.03,0.7,0.75,2012-02-09,0000,SNPP,SNPP,n,2,268.72,1.73,N,2
32.28891,10.95202,301.54,0.7,0.75,2012-02-09,0000,SNPP,SNPP,n,2,268.49,1.14,N,2
31.40671,9.85477,302.13,0.8,0.78,2012-02-09,0001,SNPP,SNPP,n,2,269.35,1.98,N,2
31.56502,9.40821,302.09,0.54,0.51,2012-02-09,0141,SNPP,SNPP,n,2,268.79,1.8,N,2
32.29036,10.94412,304.7,0.32,0.54,2012-02-09,0141,SNPP,SNPP,n,2,268.19,1.57,N,2
35.68292,10.08823,296.69,0.44,0.38,2012-02-10,0121,SNPP,SNPP,n,2,275.65,0.64,N,0
34.9376,8.53138,308.68,0.4,0.37,2012-02-10,0122,SNPP,SNPP,n,2,272.85,0.87,N,2
32.28943,10.94273,298.35,0.53,0.42,2012-02-10,0122,SNPP,SNPP,n,2,268.79,0.96,N,2
31.56366,9.40902,323.53,0.46,0.39,2012-02-10,0122,SNPP,SNPP,n,2,270,1.23,N,2
31.40714,9.85389,302.56,0.49,0.4,2012-02-10,0123,SNPP,SNPP,n,2,271.34,0.95,N,2
31.40348,9.85295,300.13,0.49,0.4,2012-02-10,0123,SNPP,SNPP,n,2,269.83,0.87,N,2
31.32071,9.73507,305.94,0.48,0.4,2012-02-10,0123,SNPP,SNPP,n,2,268.13,0.94,N,0
31.56331,9.40693,321.94,0.46,0.39,2012-02-10,0123,SNPP,SNPP,n,2,270.63,2.52,N,2
32.28895,10.94239,307.31,0.38,0.36,2012-02-11,0103,SNPP,SNPP,n,2,273.67,1.01,N,2
32.29096,10.95123,314.54,0.38,0.36,2012-02-11,0103,SNPP,SNPP,n,2,273.91,1.53,N,2
31.5639,9.4058,312.33,0.39,0.36,2012-02-11,0104,SNPP,SNPP,n,2,269.6,0.94,N,2
31.40402,9.85439,310.77,0.39,0.36,2012-02-11,0104,SNPP,SNPP,n,2,267.32,0.56,N,2
33.87238,9.99042,296.97,0.38,0.43,2012-02-12,0044,SNPP,SNPP,n,2,277.17,0.77,N,2
31.31742,9.73751,313.57,0.55,0.43,2012-02-12,0045,SNPP,SNPP,n,2,274.18,1.31,N,0
31.70167,9.24432,295.85,0.4,0.44,2012-02-12,0045,SNPP,SNPP,n,2,274.61,0.31,N,2
31.56441,9.40657,317.93,0.39,0.44,2012-02-12,0045,SNPP,SNPP,n,2,274.91,1.27,N,2
31.40731,9.85466,295.69,0.55,0.42,2012-02-12,0045,SNPP,SNPP,n,2,276.44,0.76,N,2
31.40339,9.85403,298.66,0.55,0.42,2012-02-12,0045,SNPP,SNPP,n,2,276.49,0.85,N,2
31.31888,9.73576,320.59,0.34,0.56,2012-02-13,0026,SNPP,SNPP,n,2,267.95,1.28,N,0
31.4051,9.85228,326.69,0.34,0.56,2012-02-13,0026,SNPP,SNPP,n,2,267.44,1.71,N,2
32.29263,10.95226,305.21,0.6,0.53,2012-02-13,0026,SNPP,SNPP,n,2,273.5,1.18,N,2
31.31934,9.73572,296.91,0.65,0.73,2012-02-13,0206,SNPP,SNPP,n,2,267.05,1.03,N,0
34.93702,8.53163,296.08,0.5,0.49,2012-02-14,0147,SNPP,SNPP,n,2,270.35,1.01,N,2
33.87465,9.99428,299.77,0.32,0.54,2012-02-14,0147,SNPP,SNPP,n,2,275.55,0.41,N,2
32.2928,10.95271,305.53,0.43,0.46,2012-02-15,0128,SNPP,SNPP,n,2,265.97,1.16,N,2
33.87443,9.99087,296.68,0.54,0.42,2012-02-15,0128,SNPP,SNPP,n,2,275.62,0.86,N,2
32.28942,10.9447,299.74,0.43,0.46,2012-02-15,0129,SNPP,SNPP,n,2,265.08,0.86,N,2
32.29168,10.95487,299.55,0.43,0.46,2012-02-15,0129,SNPP,SNPP,n,2,265.47,1.65,N,2
34.60287,10.58629,317.28,0.39,0.36,2012-02-16,0109,SNPP,SNPP,n,2,277.38,1.74,N,2
33.87379,9.99353,305.87,0.39,0.36,2012-02-16,0109,SNPP,SNPP,n,2,278.81,1.33,N,2
32.29272,10.95403,306.75,0.41,0.37,2012-02-16,0110,SNPP,SNPP,n,2,271.88,0.82,N,2
31.31899,9.73768,315,0.39,0.36,2012-02-16,0110,SNPP,SNPP,n,2,269.6,0.81,N,0
31.29158,9.98542,302.97,0.39,0.36,2012-02-16,0110,SNPP,SNPP,n,2,269.45,1.03,N,2
31.40547,9.85273,330.5,0.39,0.36,2012-02-16,0110,SNPP,SNPP,n,2,272.56,2.61,N,2
32.28935,10.95322,300.32,0.41,0.37,2012-02-16,0110,SNPP,SNPP,n,2,270.41,0.82,N,2
31.5639,9.40856,317.02,0.39,0.36,2012-02-16,0110,SNPP,SNPP,n,2,270.72,2.07,N,2
32.29081,10.94468,299.1,0.41,0.37,2012-02-16,0110,SNPP,SNPP,n,2,271.1,0.77,N,2
31.56209,9.40881,339.56,0.39,0.36,2012-02-16,1228,SNPP,SNPP,n,2,297.2,2.28,D,2
32.29232,10.95366,336.15,0.42,0.38,2012-02-16,1228,SNPP,SNPP,n,2,296.1,1.72,D,2
31.31924,9.73533,339.24,0.39,0.36,2012-02-16,1228,SNPP,SNPP,n,2,295.63,2.87,D,0
31.69997,9.24421,338.73,0.39,0.36,2012-02-16,1228,SNPP,SNPP,n,2,295.61,1.94,D,2
31.56506,9.40594,309.3,0.48,0.4,2012-02-17,0051,SNPP,SNPP,n,2,270.22,1.65,N,2
31.31917,9.7389,296.16,0.47,0.39,2012-02-17,0051,SNPP,SNPP,n,2,268.98,0.88,N,0
31.3198,9.734,310.88,0.47,0.39,2012-02-17,0051,SNPP,SNPP,n,2,268.38,1.34,N,0
31.29076,9.98675,304.32,0.45,0.39,2012-02-17,0051,SNPP,SNPP,n,2,270.45,0.91,N,2
31.40413,9.85536,316.03,0.46,0.39,2012-02-17,0051,SNPP,SNPP,n,2,271.08,2.21,N,2
32.29021,10.95043,306.05,0.43,0.38,2012-02-17,0051,SNPP,SNPP,n,2,271.65,0.72,N,2
32.29082,10.94588,296.54,0.43,0.38,2012-02-17,0051,SNPP,SNPP,n,2,271.92,0.72,N,2
32.2937,10.95108,303.35,0.43,0.38,2012-02-17,0051,SNPP,SNPP,n,2,272.37,0.77,N,2
31.31733,9.73867,337.33,0.46,0.39,2012-02-17,1209,SNPP,SNPP,n,2,298.24,1.54,D,0
31.4065,9.85388,345.21,0.46,0.39,2012-02-17,1209,SNPP,SNPP,n,2,295.82,4.45,D,2
31.56263,9.40937,337.88,0.47,0.4,2012-02-17,1209,SNPP,SNPP,n,2,299.81,1.26,D,2
31.70112,9.24364,339.73,0.48,0.4,2012-02-17,1209,SNPP,SNPP,n,2,296.67,2.51,D,2
32.29202,10.95093,339.24,0.41,0.37,2012-02-17,1209,SNPP,SNPP,n,2,297.89,2.02,D,2
31.40294,9.85474,341.6,0.46,0.39,2012-02-17,1209,SNPP,SNPP,n,2,298.36,4.45,D,2
35.85213,8.59338,295.04,0.36,0.57,2012-02-18,0031,SNPP,SNPP,n,2,274.49,0.61,N,2
31.317,9.73484,304.95,0.55,0.51,2012-02-18,0032,SNPP,SNPP,n,2,271.11,1.42,N,0
31.40421,9.85335,329.33,0.54,0.51,2012-02-18,0032,SNPP,SNPP,n,2,273.62,3.67,N,2
31.56076,9.41033,296.24,0.58,0.52,2012-02-18,0032,SNPP,SNPP,n,2,273.01,1.81,N,0
32.29065,10.95286,316.59,0.48,0.48,2012-02-18,0032,SNPP,SNPP,n,2,273.47,1.24,N,2
31.5619,9.40964,296.53,0.75,0.77,2012-02-18,0212,SNPP,SNPP,n,2,272.26,1.35,N,2
32.29313,10.95095,312.54,0.46,0.63,2012-02-19,0013,SNPP,SNPP,n,2,273.97,1.5,N,2
31.2926,9.9858,301.83,0.51,0.66,2012-02-19,0013,SNPP,SNPP,n,2,274.59,1.04,N,2
31.31882,9.73784,302,0.53,0.67,2012-02-19,0013,SNPP,SNPP,n,2,275.07,1.64,N,0
31.32181,9.7375,298.07,0.53,0.67,2012-02-19,0013,SNPP,SNPP,n,2,275.46,0.82,N,0
31.40388,9.85355,312.95,0.52,0.67,2012-02-19,0013,SNPP,SNPP,n,2,275.47,1.57,N,2
31.40081,10.02229,296.25,0.51,0.66,2012-02-19,0013,SNPP,SNPP,n,2,274.78,0.47,N,2
31.56454,9.40961,296.68,0.55,0.68,2012-02-19,0013,SNPP,SNPP,n,2,272.53,1.06,N,2
31.70231,9.24157,308.23,0.57,0.69,2012-02-19,0013,SNPP,SNPP,n,2,275.19,1.57,N,2
33.92926,10.08029,308.12,0.53,0.67,2012-02-19,0013,SNPP,SNPP,n,2,276.21,1.17,N,0
33.92624,10.08012,299.77,0.53,0.67,2012-02-19,0013,SNPP,SNPP,n,2,275.53,0.53,N,0
33.93254,10.08052,295.87,0.53,0.67,2012-02-19,0013,SNPP,SNPP,n,2,276.68,0.53,N,0
33.87495,9.99285,300.78,0.39,0.59,2012-02-19,0153,SNPP,SNPP,n,2,278.06,0.69,N,2
31.40685,9.85525,308.11,0.44,0.62,2012-02-19,0154,SNPP,SNPP,n,2,275.81,1.24,N,2
31.29257,9.98943,295.68,0.45,0.63,2012-02-19,0154,SNPP,SNPP,n,2,274.34,0.45,N,0
