cell_id,acq_date,latitude,longitude,frp,t_max,h_mean,wind_max,ndvi,ndwi,confidence,precip_sum,elevation_m
2726774284,2026-09-01,33.36415,8.54771,1.8,43.3,28.0,22.0,0.042,-0.047,n,0.0,23.0
1657394928,2026-09-01,36.75455,10.29043,7.48,34.0,45.0,16.2,0.116,-0.083,n,0.0,3.0
900756163,2026-09-01,36.75634,10.29136,7.4,34.0,45.0,16.2,0.084,-0.086,n,0.0,3.0
666514519,2026-09-01,36.75667,9.46592,11.43,37.3,36.0,21.6,0.112,-0.113,n,0.0,281.0
146850498,2026-09-01,36.75869,9.4657,13.44,37.3,36.0,21.6,0.13,-0.131,n,0.0,290.0
4008864418,2026-09-01,33.52559,9.6892,3.16,37.5,40.0,27.0,0.057,-0.086,n,0.0,190.0
1820440613,2026-09-01,33.52931,9.6841,1.91,37.5,40.0,27.0,0.059,-0.129,n,0.0,186.0
775801449,2026-09-01,35.82599,8.85927,4.38,34.0,31.0,21.2,0.087,-0.156,n,0.0,901.0
3413482670,2026-09-01,36.04856,9.68416,1.12,33.8,30.0,16.9,0.156,-0.124,l,0.0,512.0
1376554220,2026-09-01,36.05277,9.61577,60.05,33.8,30.0,16.9,0.256,0.003,l,0.0,922.0
154193714,2026-09-01,36.05332,9.62185,60.05,33.8,30.0,16.9,0.354,0.014,h,0.0,822.0
689068411,2026-09-01,36.05386,9.62773,33.05,33.8,30.0,16.9,0.08,-0.201,n,0.0,653.0
850397769,2026-09-01,36.05698,9.61417,60.05,33.8,30.0,16.9,0.162,-0.13,n,0.0,1018.0
477790064,2026-09-01,36.05753,9.6202,60.05,33.8,30.0,16.9,0.118,-0.12,h,0.0,830.0
4292704497,2026-09-01,36.05806,9.62601,33.05,33.8,30.0,16.9,0.067,-0.215,n,0.0,685.0
3654443822,2026-09-01,36.05864,9.68014,11.32,33.8,30.0,16.9,0.243,-0.05,n,0.0,456.0
1021292618,2026-09-01,36.56946,9.22412,18.44,37.3,36.0,21.6,0.272,-0.041,n,0.0,477.0
3702354890,2026-09-01,36.70989,9.08597,8.01,37.3,36.0,21.6,0.151,-0.25,n,0.0,302.0
704547673,2026-09-01,36.71034,9.09054,8.01,37.3,36.0,21.6,0.142,-0.088,n,0.0,376.0
1000280104,2026-09-01,36.71456,9.09009,8.01,37.3,36.0,21.6,0.116,-0.113,n,0.0,357.0
1736732125,2026-09-01,36.71502,9.09473,7.04,37.3,36.0,21.6,0.125,-0.067,n,0.0,363.0
1722309468,2026-09-01,36.73824,9.20059,3.12,37.3,36.0,21.6,0.08,-0.085,l,0.0,187.0
1125343666,2026-09-01,36.81392,9.56495,6.22,37.3,36.0,21.6,0.108,-0.104,n,0.0,176.0
1334051946,2026-09-01,36.82457,9.53779,7.57,37.3,36.0,21.6,0.094,-0.18,n,0.0,163.0
2444217336,2026-09-01,36.82504,9.54291,9.1,37.3,36.0,21.6,0.136,-0.12,n,0.0,160.0
2008910800,2026-09-01,36.95059,10.05828,3.34,33.9,45.0,16.2,0.107,-0.076,n,0.0,8.0
3911894037,2026-09-01,37.10147,9.75686,3.1,31.2,59.0,16.2,0.095,-0.144,l,0.0,110.0
2526844244,2026-09-01,37.10635,9.76165,7.97,31.2,59.0,16.2,0.109,-0.096,n,0.0,71.0
2954521602,2026-09-03,30.25348,8.08587,1.34,38.0,19.0,24.5,0.065,-0.162,n,0.0,221.0
274154904,2026-09-03,30.38926,7.90781,1.45,38.0,19.0,24.5,0.072,-0.156,n,0.0,220.0
2131730007,2026-09-03,30.39012,7.90689,2.24,38.0,19.0,24.5,0.078,-0.166,n,0.0,219.0
2069436352,2026-09-03,30.66443,8.10424,2.14,38.0,19.0,24.5,0.076,-0.17,n,0.0,199.0
1647550959,2026-09-03,30.82788,8.02771,1.22,39.1,24.0,31.0,0.059,-0.119,n,0.0,204.0
3032279664,2026-09-03,30.99196,8.42525,3.73,39.1,24.0,31.0,0.061,-0.124,n,0.0,217.0
3399924764,2026-09-03,31.00929,8.1743,1.75,39.1,24.0,31.0,0.06,-0.113,n,0.0,188.0
3401781509,2026-09-03,31.00976,8.16951,1.51,39.1,24.0,31.0,0.043,-0.08,n,0.0,184.0
