latitude,longitude,acq_date,incendie,t_max,wind_max,precip_sum,h_mean,ndvi,ndwi
34.88912774743971,8.482730770957295,2018-05-01,0,25.6,33.7,1.9,61.6,0.12,-0.111
31.40244,9.85185,2018-09-30,1,28.6,20.5,0.0,57.1,0.102,-0.108
37.14403707708965,9.527581111165354,2018-10-01,0,26.4,17.7,0.0,60.400000000000006,0.283,-0.033
36.35907431945667,10.177339055944676,2020-06-11,0,28.6,15.5,0.9,57.1,0.262,-0.083
34.715514345476215,8.488041339227035,2019-07-20,0,33.4,20.7,0.0,49.900000000000006,0.099,-0.128
35.122122990534784,8.769591556694039,2022-05-10,0,18.8,11.7,2.0,71.8,0.123,-0.043
36.27329,8.7585,2016-07-27,1,31.7,14.2,0.0,52.45,0.38,-0.01
31.70059,9.24346,2023-08-12,1,37.5,29.0,0.0,43.75,0.055,-0.093
34.76403893559521,8.60935339348976,2023-09-13,0,33.4,18.6,0.0,49.900000000000006,0.082,-0.097
36.94212696663607,8.808953168049651,2022-06-23,0,27.9,10.9,0.0,58.150000000000006,0.345,0.092
37.25287,9.59044,2022-10-18,1,26.5,14.5,0.0,60.25,0.253,-0.047
31.64898,9.17377,2023-03-08,1,26.7,15.5,0.0,59.95,0.069,-0.092
36.92594,8.73063,2022-08-19,1,27.5,21.2,0.0,58.75,0.327,0.021
33.3641,8.54788,2022-12-30,1,18.4,9.0,0.0,72.4,0.056,-0.037
37.07262473575477,9.188017833126256,2025-08-04,0,26.3,15.1,0.0,60.55,0.297,-0.026
37.02646544011967,9.29381673847889,2019-06-05,0,31.6,21.1,0.0,52.6,0.383,-0.061
36.26780022832183,9.038750126767573,2018-06-11,0,34.1,24.1,0.0,48.85,0.154,-0.095
36.02306,8.96723,2018-03-16,1,26.5,27.9,1.2,60.25,0.25,0.05
36.56752466464899,10.596276902806196,2024-05-18,0,31.1,15.8,0.1,53.35,0.265,-0.015
35.03853968164966,8.675142267463146,2020-07-27,0,35.6,18.9,0.0,46.6,0.128,-0.158
36.73046,8.88206,2022-09-13,1,32.7,11.5,0.0,50.95,0.475,0.164
36.8359593783151,8.758134246825554,2023-10-01,0,25.0,14.0,1.8,62.5,0.31,-0.016
31.64869,9.17009,2019-03-29,1,19.1,21.3,0.0,71.35,0.092,-0.116
37.03290321536426,9.56628760094578,2016-07-24,0,31.0,18.3,0.0,53.5,0.264,-0.155
36.45933400454226,10.564574318307969,2025-06-01,0,27.2,15.2,0.0,59.2,0.174,-0.094
33.87556,9.99172,2019-06-30,1,33.8,22.5,0.0,49.3,0.055,-0.167
35.12123818142242,8.865015490065055,2020-07-16,0,31.8,12.6,0.3,52.3,0.136,-0.166
37.19858072494305,10.024516852376504,2018-06-13,0,25.3,28.2,0.0,62.05,0.67,0.312
36.48195244327288,9.873446892794998,2017-07-26,0,31.7,27.1,0.0,52.45,0.159,-0.213
36.4925,8.73957,2017-07-09,1,40.1,21.2,1.5,39.85,0.117,-0.152
35.64845675187228,8.616199944140979,2018-09-17,0,30.6,12.4,0.3,54.1,0.116,-0.141
36.58997,10.31999,2020-11-04,1,24.3,11.1,0.0,63.55,0.058,-0.2
36.886089556182704,9.504299397045088,2017-07-18,0,32.2,17.4,0.0,51.7,0.182,-0.136
37.15962648540472,9.459070821303271,2018-10-27,0,25.5,22.8,0.0,61.75,0.811,0.322
33.03117,10.47522,2016-10-23,1,36.3,27.8,0.0,45.55,0.086,-0.141
36.688007272619295,8.774842223568639,2016-07-03,0,30.3,11.2,0.0,54.55,0.25,0.05
36.828,8.7357,2017-08-02,1,37.8,15.4,0.0,43.3,0.712,0.233
36.50051,10.02579,2024-03-13,1,18.1,14.2,0.0,72.85,0.25,0.05
36.9362,8.728,2023-07-25,1,36.9,21.7,0.0,44.650000000000006,0.35,0.074
36.33872558784072,9.135535192837985,2020-05-02,0,25.4,19.1,0.0,61.900000000000006,0.25,0.05
36.74138126860619,9.002265734995383,2019-07-14,0,35.6,21.8,0.0,46.6,0.191,-0.111
36.3117568384886,10.107183186132763,2019-08-21,0,31.8,15.5,0.2,52.3,0.132,-0.131
36.53156,9.20107,2023-04-09,1,17.7,17.7,0.1,73.45,0.3,-0.008
34.93666567887281,8.307412715772056,2019-08-24,0,28.7,8.9,0.1,56.95,0.133,-0.158
35.42098342667189,9.154897750925397,2022-09-23,0,23.5,13.0,0.9,64.75,0.215,-0.029
34.5904,10.38685,2016-03-27,1,22.3,23.8,0.0,66.55,0.102,-0.118
36.03129,9.21893,2020-07-29,1,35.0,17.1,0.0,47.5,0.108,-0.187
36.48389850349925,10.79104111390284,2022-09-06,0,30.9,18.9,0.0,53.650000000000006,0.105,-0.101
31.64691,9.17153,2023-11-21,1,23.0,21.9,0.0,65.5,0.063,-0.103
35.85206,8.59091,2023-02-19,1,20.5,11.3,0.0,69.25,0.25,0.05
36.69817701556239,8.765425617233854,2024-06-02,0,19.4,18.7,0.4,70.9,0.36,0.069
36.93044425176344,9.34940907938265,2023-09-04,0,31.7,18.9,0.0,52.45,0.147,-0.112
37.24136,9.57841,2023-10-04,1,28.2,11.6,0.0,57.7,0.156,-0.155
31.65,9.17127,2023-01-21,1,15.9,21.0,0.0,76.15,0.077,-0.098
31.64622,9.17084,2025-04-01,1,24.1,16.4,0.0,63.85,0.068,-0.079
31.39988,10.02179,2019-08-12,1,36.9,22.4,0.0,44.650000000000006,0.074,-0.157
37.16977206409284,9.305551265026516,2019-05-10,0,24.3,13.6,0.0,63.55,0.49,0.044
36.63674,8.83717,2020-07-31,1,40.7,14.3,0.0,38.95,0.225,-0.105
36.99651280252472,11.020523315244752,2016-08-20,0,31.9,16.8,0.0,52.150000000000006,0.139,-0.196
31.48495,9.54051,2018-07-21,1,43.0,22.9,0.0,35.5,0.072,-0.128
36.67901,9.92048,2021-04-06,1,22.4,21.2,0.0,66.4,0.492,0.235
35.09985031272162,8.606115058656613,2023-09-11,0,31.7,10.0,0.0,52.45,0.086,-0.15
36.059926531827735,9.233748975451029,2019-10-01,0,27.3,15.1,0.0,59.05,0.21,-0.117
36.95913096541056,9.295440732154931,2025-06-14,0,32.9,19.5,0.0,50.650000000000006,0.226,-0.045
36.67925,9.92303,2025-05-05,1,25.9,12.8,0.7,61.150000000000006,0.191,-0.026
35.86457103604973,9.115871539871891,2025-09-22,0,26.8,11.7,16.2,59.8,0.098,-0.1
37.14467289375284,9.573767335678149,2024-07-08,0,35.2,17.3,0.0,47.2,0.139,-0.082
36.590714967081816,8.827879916172396,2016-08-18,0,34.7,10.2,0.0,47.95,0.206,-0.107
36.691114398472685,10.526451203308486,2019-05-09,0,27.5,18.5,0.0,58.75,0.405,0.061
36.15868,10.28373,2019-06-04,1,29.6,18.8,0.0,55.6,0.119,-0.131
36.12792350850741,9.269832963194752,2019-05-09,0,27.2,24.1,0.0,59.2,0.358,0.019
34.76194438778046,8.696551249153814,2021-09-12,0,31.5,26.1,0.0,52.75,0.094,-0.135
35.445299904216846,8.7957065964253,2019-09-21,0,30.8,18.3,0.4,53.8,0.248,-0.18
35.71206,9.9787,2016-06-26,1,39.5,19.5,0.0,40.75,0.084,-0.161
36.94901360294142,9.596763169987543,2023-07-24,0,46.4,22.6,0.0,30.40000000000001,0.114,-0.135
